      STEP                   TIME                 BR_MIN                 BR_MAX             BR_ABS_MIN          FLUX_POSITIVE          FLUX_NEGATIVE    NPOLE_FLUX_POSITIVE    NPOLE_FLUX_NEGATIVE    SPOLE_FLUX_POSITIVE    SPOLE_FLUX_NEGATIVE             NPOLE_AREA             SPOLE_AREA              EQ_DIPOLE              AX_DIPOLE   VALIDATION_ERR_HHabs 
        23  2.300000000000000E+001 -5.633772248602762E-001  1.014193439354871E+000  5.492590202737416E-007  1.088793162573305E+022 -1.088713752572594E+022  9.075055686020045E+020 -4.296378357765373E+020  9.075055430673781E+020 -4.296378102419115E+020  3.989223162302474E+021  3.989223162302476E+021  1.011455710119916E-017  3.564146969706431E-017  5.868737759082425E-001
        24  2.400000000000000E+001 -5.633062966232846E-001  1.014066955133053E+000  1.130725726223650E-005  1.088655437835312E+022 -1.088576027834600E+022  9.073924004836323E+020 -4.295842180947955E+020  9.073924201206970E+020 -4.295842377318609E+020  3.989223162302474E+021  3.989223162302476E+021  1.872013784955607E-017  3.908396459155201E-017  6.115661244587006E-001
        24  2.400000000000000E+001 -5.633062966232846E-001  1.014066955133053E+000  1.130725726223650E-005  1.088655437835312E+022 -1.088576027834600E+022  9.073924004836323E+020 -4.295842180947955E+020  9.073924201206970E+020 -4.295842377318609E+020  3.989223162302474E+021  3.989223162302476E+021  1.872013784955607E-017  3.908396459155201E-017  6.115661244587006E-001
        25  2.500000000000000E+001 -5.632345788479765E-001  1.013940487433639E+000  2.360922856855773E-005  1.088517809079183E+022 -1.088438399078471E+022  9.072792777061693E+020 -4.295306383288260E+020  9.072792815715159E+020 -4.295306421941734E+020  3.989223162302474E+021  3.989223162302476E+021  1.579804897623002E-017  3.364844633709775E-017  6.360216241360868E-001
        25  2.500000000000000E+001 -5.632345788479765E-001  1.013940487433639E+000  2.360922856855773E-005  1.088517809079183E+022 -1.088438399078471E+022  9.072792777061693E+020 -4.295306383288260E+020  9.072792815715159E+020 -4.295306421941734E+020  3.989223162302474E+021  3.989223162302476E+021  1.579804897623002E-017  3.364844633709775E-017  6.360216241360868E-001
        26  2.600000000000000E+001 -5.631650854853908E-001  1.013814036224333E+000  2.931758722508779E-006  1.088380861854238E+022 -1.088301451853527E+022  9.071661687215632E+020 -4.294770649315032E+020  9.071661429314970E+020 -4.294770391414379E+020  3.989223162302474E+021  3.989223162302476E+021  2.063965419732656E-017  3.173307323790911E-017  6.602113586606703E-001
        26  2.600000000000000E+001 -5.631650854853908E-001  1.013814036224333E+000  2.931758722508779E-006  1.088380861854238E+022 -1.088301451853527E+022  9.071661687215632E+020 -4.294770649315032E+020  9.071661429314970E+020 -4.294770391414379E+020  3.989223162302474E+021  3.989223162302476E+021  2.063965419732656E-017  3.173307323790911E-017  6.602113586606703E-001
        27  2.700000000000000E+001 -5.630940638149008E-001  1.013687601474143E+000  1.488618785375160E-005  1.088243102622156E+022 -1.088163692621444E+022  9.070530441420550E+020 -4.294234685159935E+020  9.070530619350199E+020 -4.294234863089588E+020  3.989223162302474E+021  3.989223162302476E+021  2.241047227798283E-017  2.004670899083247E-017  6.841062005383796E-001
        27  2.700000000000000E+001 -5.630940638149008E-001  1.013687601474143E+000  1.488618785375160E-005  1.088243102622156E+022 -1.088163692621444E+022  9.070530441420550E+020 -4.294234685159935E+020  9.070530619350199E+020 -4.294234863089588E+020  3.989223162302474E+021  3.989223162302476E+021  2.241047227798283E-017  2.004670899083247E-017  6.841062005383796E-001
        28  2.800000000000000E+001 -5.630226039350357E-001  1.013561183153328E+000  1.132057301648661E-006  1.088105543828241E+022 -1.088026133827529E+022  9.069399612132036E+020 -4.293699063287811E+020  9.069399669134752E+020 -4.293699120290534E+020  3.989223162302474E+021  3.989223162302476E+021  2.755271546279634E-017  1.264405079667096E-017  7.076760965393732E-001
        28  2.800000000000000E+001 -5.630226039350357E-001  1.013561183153328E+000  1.132057301648661E-006  1.088105543828241E+022 -1.088026133827529E+022  9.069399612132036E+020 -4.293699063287811E+020  9.069399669134752E+020 -4.293699120290534E+020  3.989223162302474E+021  3.989223162302476E+021  2.755271546279634E-017  1.264405079667096E-017  7.076760965393732E-001
        29  2.900000000000000E+001 -5.629530166071761E-001  1.013434781233322E+000  6.410343453536384E-006  1.087968693283726E+022 -1.087889283283014E+022  9.068268957449977E+020 -4.293163541807808E+020  9.068268699940376E+020 -4.293163284298214E+020  3.989223162302474E+021  3.989223162302476E+021  4.251053733545138E-017  1.743248354464256E-017  7.308911957187839E-001
        29  2.900000000000000E+001 -5.629530166071761E-001  1.013434781233322E+000  6.410343453536384E-006  1.087968693283726E+022 -1.087889283283014E+022  9.068268957449977E+020 -4.293163541807808E+020  9.068268699940376E+020 -4.293163284298214E+020  3.989223162302474E+021  3.989223162302476E+021  4.251053733545138E-017  1.743248354464256E-017  7.308911957187839E-001
